17:46:50.744 | 07 | 0000 | VASCO |  -60
17:46:50.901 | 07 | 0001 | VASCO |  -60
17:46:51.084 | 07 | 0002 | VASCO |  -60
17:46:51.271 | 07 | 0003 | VASCO |  -62
17:46:51.459 | 07 | 0004 | VASCO |  -64
17:46:51.624 | 07 | 0005 | VASCO |  -65
17:46:51.819 | 07 | 0006 | VASCO |  -65
17:46:52.006 | 07 | 0007 | VASCO |  -65
17:46:52.197 | 07 | 0008 | VASCO |  -63
17:46:52.385 | 07 | 0009 | VASCO |  -64
17:46:52.569 | 07 | 0010 | VASCO |  -64
17:46:52.754 | 07 | 0011 | VASCO |  -64
17:46:52.944 | 07 | 0012 | VASCO |  -65
17:46:53.130 | 07 | 0013 | VASCO |  -66
17:46:53.316 | 07 | 0014 | VASCO |  -66
17:46:53.505 | 07 | 0015 | VASCO |  -64
17:46:53.692 | 07 | 0016 | VASCO |  -64
17:46:53.887 | 07 | 0017 | VASCO |  -64
17:46:54.072 | 07 | 0018 | VASCO |  -64
17:46:54.262 | 07 | 0019 | VASCO |  -64
17:46:54.453 | 07 | 0020 | VASCO |  -62
17:46:54.638 | 07 | 0021 | VASCO |  -62
17:46:54.827 | 07 | 0022 | VASCO |  -62
17:46:55.010 | 07 | 0023 | VASCO |  -63
17:46:55.200 | 07 | 0024 | VASCO |  -61
17:46:55.383 | 07 | 0025 | VASCO |  -59
17:46:55.572 | 07 | 0026 | VASCO |  -58
17:46:55.762 | 07 | 0027 | VASCO |  -58
17:46:55.958 | 07 | 0028 | VASCO |  -57
17:46:56.144 | 07 | 0029 | VASCO |  -58
17:46:56.332 | 07 | 0030 | VASCO |  -58
17:46:56.522 | 07 | 0031 | VASCO |  -57
17:46:56.708 | 07 | 0032 | VASCO |  -58
17:46:56.896 | 07 | 0033 | VASCO |  -59
17:46:57.086 | 07 | 0034 | VASCO |  -60
17:46:57.281 | 07 | 0035 | VASCO |  -59
17:46:57.469 | 07 | 0036 | VASCO |  -61
17:46:57.651 | 07 | 0037 | VASCO |  -61
17:46:57.843 | 07 | 0038 | VASCO |  -60
17:46:58.016 | 07 | 0039 | VASCO |  -59
17:46:58.202 | 07 | 0040 | VASCO |  -59
17:46:58.389 | 07 | 0041 | VASCO |  -58
17:46:58.575 | 07 | 0042 | VASCO |  -63
17:46:58.763 | 07 | 0043 | VASCO |  -64
17:46:58.948 | 07 | 0044 | VASCO |  -65
17:46:59.135 | 07 | 0045 | VASCO |  -61
17:46:59.329 | 07 | 0046 | VASCO |  -60
17:46:59.513 | 07 | 0047 | VASCO |  -59
17:46:59.702 | 07 | 0048 | VASCO |  -60
17:46:59.886 | 07 | 0049 | VASCO |  -60
17:47:00.078 | 07 | 0050 | VASCO |  -59
17:47:00.261 | 07 | 0051 | VASCO |  -58
17:47:00.452 | 07 | 0052 | VASCO |  -58
17:47:00.643 | 07 | 0053 | VASCO |  -58
17:47:00.827 | 07 | 0054 | VASCO |  -60
17:47:01.019 | 07 | 0055 | VASCO |  -63
17:47:01.208 | 07 | 0056 | VASCO |  -60
17:47:01.396 | 07 | 0057 | VASCO |  -60
17:47:01.553 | 07 | 0058 | VASCO |  -60
17:47:01.725 | 07 | 0059 | VASCO |  -61
17:47:01.916 | 07 | 0060 | VASCO |  -61
17:47:02.100 | 07 | 0061 | VASCO |  -61
17:47:02.296 | 07 | 0062 | VASCO |  -62
17:47:02.483 | 07 | 0063 | VASCO |  -62
17:47:02.670 | 07 | 0064 | VASCO |  -63
17:47:02.846 | 07 | 0065 | VASCO |  -63
17:47:03.035 | 07 | 0066 | VASCO |  -64
17:47:03.232 | 07 | 0067 | VASCO |  -64
17:47:03.409 | 07 | 0068 | VASCO |  -64
17:47:03.597 | 07 | 0069 | VASCO |  -62
17:47:03.770 | 07 | 0070 | VASCO |  -62
17:47:03.947 | 07 | 0071 | VASCO |  -64
17:47:04.138 | 07 | 0072 | VASCO |  -64
17:47:04.308 | 07 | 0073 | VASCO |  -63
17:47:04.501 | 07 | 0074 | VASCO |  -63
17:47:04.695 | 07 | 0075 | VASCO |  -62
17:47:04.880 | 07 | 0076 | VASCO |  -62
17:47:05.058 | 07 | 0077 | VASCO |  -62
17:47:05.254 | 07 | 0078 | VASCO |  -62
17:47:05.443 | 07 | 0079 | VASCO |  -62
17:47:05.629 | 07 | 0080 | VASCO |  -62
17:47:05.824 | 07 | 0081 | VASCO |  -62
17:47:06.013 | 07 | 0082 | VASCO |  -62
17:47:06.207 | 07 | 0083 | VASCO |  -62
17:47:06.384 | 07 | 0084 | VASCO |  -62
17:47:06.559 | 07 | 0085 | VASCO |  -63
17:47:06.741 | 07 | 0086 | VASCO |  -62
17:47:06.937 | 07 | 0087 | VASCO |  -63
17:47:07.125 | 07 | 0088 | VASCO |  -64
17:47:07.315 | 07 | 0089 | VASCO |  -64
17:47:07.501 | 07 | 0090 | VASCO |  -64
17:47:07.691 | 07 | 0091 | VASCO |  -64
17:47:07.877 | 07 | 0092 | VASCO |  -65
17:47:08.070 | 07 | 0093 | VASCO |  -61
17:47:08.258 | 07 | 0094 | VASCO |  -60
17:47:08.441 | 07 | 0095 | VASCO |  -62
17:47:08.623 | 07 | 0096 | VASCO |  -63
17:47:08.822 | 07 | 0097 | VASCO |  -63
17:47:09.007 | 07 | 0098 | VASCO |  -63
17:47:09.199 | 07 | 0099 | VASCO |  -63
